VARNAMES:,CID,CIDint,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,ERRFLAG_FIT,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,LENSDMU,LENSDMUERR,MWEBV,HOST_NMATCH,HOST_NMATCH2,HOST_OBJID,HOST_ZPHOT,HOST_ZPHOTERR,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_CONFUSION,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_LOGSFR,HOST_LOGSFR_ERR,HOST_LOGsSFR,HOST_LOGsSFR_ERR,HOST_COLOR,HOST_COLOR_ERR,HOST_MAG_g,HOST_MAG_i,HOST_SBFLUXCAL_g,HOST_SBFLUXCAL_i,HOST_SBMAG_g,HOST_SBMAG_i,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,SNRSUM,BANDLIST,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,RADIUS_POP,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,CUTMASK,MU,MUMODEL,MUERR,MUERR_RENORM,MUERR_RAW,MUERR_VPEC,MURES,MUPULL,M0DIF,M0DIFERR,CHI2_BEAMS,PROBCC_BEAMS,biasCor_nevt,biasCor_mu,biasCorErr_mu,biasCor_muCOVSCALE,biasCor_muCOVADD,IDSAMPLE,IZBIN
SN:,1879532,1879532,10,1,E1,3,0,0.37822,0.001,0.37719,0.001,0.37719,0.0017,0,300,0,0,4.48E-03,1,1,-30468,-9,-9,0.3782,1.00E-03,6.966549,-42.884521,0.826,0.753,-9,10.671,4.70E-02,0.798,0.75,-9.88E+00,0.75281,1.237,-999,22.52,20.47,20.73,140.7,24.2085,22.12926,58057.0156,24.33527,16.36914,15.1676,66.71114,griz,58053.4023,0.2894,-9.59E-02,0.3076,4.17E-02,2.46E-02,22.13989,3.04E-02,2.50E-05,7.00E-07,3.41E-03,-1.40E-07,-1.14E-08,52,54.54862,0.37786,0.142785,0.9877,1,1,0.9998,1,0,41.42987,41.5278,0.14451,0.1449,0.0731,0.0067,-0.0675,-0.467,-0.0304,0.0149,0.14,0.00E+00,20351,-0.0937,0.002,1,0.0142,6,11
SN:,1810236,1810236,10,0,C1,3,0,0.42981,0.001,0.42926,0.001,0.42926,0.00175,0,300,0,0,7.07E-03,1,1,125239,-9,-9,0.4298,1.00E-03,53.537464,-27.449852,0.541,0.513,-9,9.59,2.10E-02,1.496,0.237,-8.11E+00,0.23987,7.10E-02,-999,22.26,21.39,30.97,71.16,23.77265,22.86941,58008.3359,21.6618,16.59023,9.92616,50.62003,riz,58015.332,0.5799,1.159,0.45666,3.07E-02,4.67E-02,22.38752,5.27E-02,1.99E-05,9.67E-07,5.24E-03,-2.08E-07,-3.61E-08,45,45.31107,0.45897,0.399633,0.9857,0.8474,0.6331,0.8009,9.20E-03,0,41.78248,41.85649,0.19306,0.5693,0.1293,0.006,-0.0776,-0.402,0.0036,0.013,2.54,8.86E-01,9960,0.0146,0.005,1,0.0193,6,12
SN:,1330350,1330350,10,0,C3,3,0,0.76374,0.001,0.76302,0.001,0.76303,0.00203,0,300,0,0,7.80E-03,1,1,39436,-9,-9,0.7637,1.00E-03,52.064053,-27.787922,0.55,0.704,-9,10.99,4.00E-03,0.573,9.50E-02,-1.04E+01,0.10878,1.641,-999,25.4,22.67,1.81,19.9,26.8558,24.25287,57311.2344,24.52503,19.28078,13.38499,47.59665,riz,57314.6992,0.6196,-1.18E-01,0.52913,2.32E-02,3.96E-02,24.03343,3.88E-02,4.37E-06,1.56E-07,5.79E-03,-5.96E-08,-1.06E-09,43,28.78761,0.95252,0.086838,0.983,0.9966,0.9999,0.9994,0.9999,0,43.38159,43.3522,0.17534,0.1797,0.1547,0.0036,0.0115,0.066,0.0179,0.0134,0.32,4.59E-06,14746,-0.0974,0.005,1,0.0056,3,16
SN:,1330031,1330031,10,1,E2,3,0,0.10643,0.001,0.10563,0.001,0.10563,0.00149,0,300,0,0,5.97E-03,1,1,21946,-9,-9,0.1064,1.00E-03,9.141478,-43.487408,1.756,1.44,-9,9.063,2.80E-02,-9.46E-01,2.993,-1.00E+01,2.99533,0.822,-999,21.71,20.74,30.95,81.27,23.77335,22.72517,57315.1641,390.9968,243.96541,124.7197,865.78802,gri,57315.0664,0.1121,0.37714,9.86E-02,-1.08E-01,1.43E-02,18.83332,1.72E-02,5.26E-04,8.31E-06,2.47E-04,-3.90E-07,-8.87E-08,27,23.60142,0.65232,0.380849,0.9972,0.9637,1,0.9997,1,0,38.54264,38.44346,0.08321,0.0821,0.0384,0.0216,0.1486,1.786,-0.0495,0.0459,2.01,0.00E+00,185,0.0039,0.009,1,0.0037,6,3
SN:,1332795,1332795,10,0,C1,3,0,0.68047,0.001,0.67984,0.001,0.67984,0.00196,0,300,0,0,8.99E-03,1,1,40114,-9,-9,0.6805,1.00E-03,54.081429,-26.71279,1.146,1.259,-9,10.881,3.00E-02,1.157,0.759,-9.73E+00,0.76906,1.208,-999,24.14,21.7,3.08,33.37,26.27862,23.69161,57325.1289,6.64549,6.26925,5.24886,22.18877,riz,57323.2773,0.9807,-5.28E-01,1.12586,6.81E-03,8.76E-02,23.69116,8.87E-02,5.99E-06,4.90E-07,4.17E-02,-4.37E-07,-1.93E-08,51,47.41166,0.61697,0.177442,0.9945,0.985,0.9992,0.9996,0.9995,0,43.19576,43.04884,0.17689,0.1813,0.2857,0.004,0.129,0.729,0.0179,0.0134,0.86,4.95E-05,11074,-0.2714,0.004,0.377,0,6,16
SN:,1341000,1341000,10,0,C2,3,0,0.54259,0.001,0.54203,0.001,0.54203,0.00184,0,300,0,0,8.60E-03,1,3,43430,-9,-9,0.5426,1.00E-03,53.953136,-29.337658,7.40E-02,0.106,-6.24E+00,9.721,2.00E-02,1.538,8.10E-02,-8.20E+00,9.96E-02,0.289,-999,22.97,21.69,14.08,45.78,24.62849,23.34831,57372.2305,18.77027,13.85738,12.09411,39.08131,riz,57375.4492,0.6892,1.3874,0.79689,0.2451,5.74E-02,23.41373,6.52E-02,7.74E-06,4.65E-07,1.66E-02,-2.53E-07,-1.91E-08,24,21.07727,0.63416,0.93882,0.5915,0.8078,5.90E-03,0.7856,0.7735,0,42.4341,42.4577,0.18992,0.1945,0.1824,0.0049,-0.0172,-0.091,-0.0064,0.011,0.54,2.43E-02,893,-0.2465,0.014,1,0.0015,6,14
SN:,1316989,1316989,10,0,X1,3,0,0.55474,0.001,0.55343,0.001,0.55343,0.00185,0,300,0,0,1.75E-02,2,5,21855,-9,-9,0.5547,1.00E-03,33.797794,-4.74528,2.288,1.764,0.16184,11.061,1.30E-02,0.879,1.20E-02,-1.02E+01,9.77E-02,0.863,-999,22.74,20.84,6.2,27.1,25.51902,23.91758,57286.2148,6.86444,6.40495,6.20411,21.21421,riz,57294.3008,0.9298,-1.43E-01,1.05977,3.34E-04,8.95E-02,22.74628,0.11153,1.43E-05,1.47E-06,2.63E-02,-8.35E-07,-7.67E-08,39,23.33115,0.97787,0.047688,0.9997,0.7209,0.9998,0.9995,0.9998,0,42.21046,42.51279,0.20277,0.2052,0.2852,0.0048,-0.296,-1.46,-0.0064,0.011,2.73,4.75E-05,5688,-0.1457,0.005,0.498,0,4,14
SN:,1345458,1345458,10,0,C3,3,0,0.56932,0.001,0.56872,0.001,0.56872,0.00186,0,300,0,0,7.33E-03,1,4,44323,-9,-9,0.5693,1.00E-03,53.130745,-28.877878,0.373,0.457,-4.09E+00,9.975,7.00E-03,0.503,1.10E-02,-9.48E+00,5.02E-02,0.383,-999,23.09,21.73,14.21,47.62,24.61852,23.30553,57401.0742,40.68078,29.29738,25.39637,73.41186,riz,57401.9648,0.5668,-1.74E-01,0.50178,-1.01E-03,3.34E-02,23.28727,2.78E-02,8.69E-06,2.22E-07,4.46E-03,-5.12E-08,-4.22E-09,12,1.6156,0.99981,0.057946,0.998,0.99,1,0.9936,0.9999,0,42.61153,42.58264,0.18268,0.1848,0.1186,0.0047,0.0353,0.193,-0.0064,0.011,0.43,3.62E-06,5764,-0.0398,0.006,1,0.0181,3,14
SN:,1282114,1282114,10,0,X1,3,0,0.21881,0.001,0.21781,0.001,0.21781,0.00158,0,300,0,0,1.92E-02,1,1,14581,-9,-9,0.2188,1.00E-03,35.116001,-4.53321,0.358,0.417,-9,10.19,1.00E-02,0.955,0.114,-9.24E+00,0.11557,0.821,-999,20.86,19.6,107.07,331.10999,22.42583,21.20007,57257.2578,25.72974,23.92749,17.96947,66.2935,griz,57264.375,0.2335,-1.22E+00,0.36535,3.53E-02,3.55E-02,21.14906,5.53E-02,6.23E-05,3.17E-06,7.13E-03,-9.11E-07,-8.98E-08,43,19.09411,0.9994,0.423659,0.9993,0.9454,0.9999,0.9987,0.9998,0,40.26232,40.1629,0.14593,0.1452,0.0862,0.011,0.1142,0.783,-0.0148,0.0196,0.56,5.55E-06,3604,-0.0865,0.006,1,0.0125,4,7
SN:,1276546,1276546,10,0,S2,3,0,0.35428,0.001,0.35329,0.001,0.35329,0.00168,0,300,0,0,2.81E-02,1,2,12195,-9,-9,0.3543,1.00E-03,41.615765,-0.296089,1.1,1.216,-2.46E+00,8.814,6.40E-02,0.278,0.903,-8.52E+00,0.92989,0.292,-999,24.61,23.53,2.32,6.74,26.58628,25.42835,57256.2969,22.00551,21.91072,14.44861,61.05385,griz,57258.1914,0.4245,0.39074,0.40237,-6.29E-02,2.14E-02,21.98003,3.14E-02,2.90E-05,8.39E-07,4.09E-03,-2.41E-07,-1.00E-08,51,59.8418,0.1855,0.24695,0.9979,0.9391,0.9992,0.9998,0.9999,0,41.53772,41.36211,0.14403,0.1435,0.0826,0.0071,0.1731,1.202,0.0025,0.0125,1.36,8.39E-06,5815,0.0166,0.004,1,0.0126,5,10
SN:,1342906,1342906,10,0,C1,3,0,0.498,0.001,0.49743,0.001,0.49743,0.0018,0,300,0,0,7.01E-03,1,1,43894,-9,-9,0.498,1.00E-03,53.542633,-27.588991,9.80E-02,0.115,-9,10.85,1.40E-02,-2.91E+00,0,-1.38E+01,3.70E-02,1.37,-999,22.59,20.05,20.26,198.46001,24.2334,21.75582,57385.1523,18.60684,14.73896,10.31437,48.13186,riz,57383.6953,0.4944,-1.14E+00,0.5076,-7.46E-02,5.11E-02,22.50919,4.79E-02,1.78E-05,7.85E-07,9.25E-03,-2.46E-07,-2.81E-08,22,24.78242,0.30759,0.455114,0.9996,0.98,1,0.9999,1,0,41.94227,42.23543,0.12712,0.1274,0.1439,0.0052,-0.2894,-2.276,-0.0038,0.0132,4.85,0.00E+00,13601,-0.0478,0.004,0.735,0,6,13
SN:,1339425,1339425,10,0,C2,3,0,0.53633,0.001,0.53579,0.001,0.53579,0.00183,0,300,0,0,1.02E-02,1,1,42718,-9,-9,0.5363,1.00E-03,54.573914,-29.55628,0.154,0.195,-9,10.742,4.70E-02,0.372,0.948,-1.03E+01,0.95129,1.301,-999,23.46,21.2,9.48,74.04,25.05798,22.82633,57356.1719,15.33038,14.37038,8.22292,31.02237,riz,57360.2109,0.9429,-7.39E-01,0.8586,0.1708,7.05E-02,23.5586,6.03E-02,6.77E-06,3.76E-07,7.43E-03,-1.54E-07,-1.67E-08,32,29.08767,0.61471,0.620396,0.999,0.9078,0.9229,0.9558,0.9887,0,42.64822,42.42764,0.2144,0.2171,0.2413,0.0049,0.2269,1.059,-0.0064,0.011,1.84,1.84E-03,7038,-0.4076,0.006,0.773,0,6,14
SN:,1336453,1336453,10,1,S2,3,0,0.18579,0.001,0.18492,0.001,0.18492,0.00155,0,300,0,0,2.67E-02,1,2,41864,-9,-9,0.1858,1.00E-03,40.969765,-1.229456,0.651,0.593,-3.91E+00,9.19,4.40E-02,0.846,0.52,-8.34E+00,0.5243,0.252,-999,22.08,21.33,36.18,67.75,23.60383,22.92273,57355.2109,158.96373,154.97246,92.92921,345.65106,griz,57355.1602,0.1715,1.22437,0.17751,-4.69E-02,1.72E-02,20.19108,2.31E-02,1.51E-04,3.21E-06,9.56E-04,-3.29E-07,-4.12E-08,32,18.68031,0.97057,0.437048,1,0.9167,1,0.9999,1,0,39.8538,39.76644,0.10918,0.1078,0.0488,0.0127,0.1332,1.22,-0.0458,0.0272,0.85,0.00E+00,541,0.0018,0.008,1,0.0081,5,6
SN:,1334257,1334257,10,0,C1,3,0,0.68067,0.001,0.68005,0.001,0.68005,0.00196,0,300,0,0,1.03E-02,1,1,40848,-9,-9,0.6807,1.00E-03,54.054943,-27.66481,0.446,0.469,-9,10.841,4.30E-02,-9.52E-01,9.048,-1.18E+01,9.04902,1.317,-999,24.32,21.49,4.12,54.64,25.96276,23.15622,57329.2148,14.4486,10.0993,7.03154,37.01634,riz,57337.5742,0.6945,0.76356,0.64033,-1.21E-01,4.58E-02,23.1382,4.84E-02,9.97E-06,4.45E-07,4.40E-03,-2.12E-07,-1.12E-09,43,45.22652,0.37914,0.477787,0.9993,0.9877,1,0.9991,1,0,42.83564,43.04964,0.12484,0.128,0.1963,0.004,-0.2319,-1.857,0.0179,0.0134,3.08,0.00E+00,5127,0.1564,0.005,0.391,0,6,16
SN:,1335387,1335387,10,0,C2,3,0,0.60642,0.001,0.60582,0.001,0.60582,0.00189,0,300,0,0,8.54E-03,1,2,40879,-9,-9,0.6064,1.00E-03,53.342209,-29.125172,0.863,1.138,-2.60E+00,9.51,4.80E-02,0.125,0.374,-9.38E+00,0.40041,0.533,-999,24.75,23.26,2.02,10.03,26.73662,24.99675,57339.2852,11.09803,9.96205,8.17023,35.67623,riz,57339.0664,0.5962,0.1267,0.59035,5.02E-02,5.19E-02,23.25709,5.45E-02,8.94E-06,4.49E-07,8.53E-03,-1.97E-07,-1.21E-08,43,31.28064,0.90782,0.172552,0.9944,0.985,0.9995,0.9916,0.9999,0,42.6403,42.74728,0.14422,0.148,0.1744,0.0044,-0.1132,-0.785,0.0062,0.0107,0.54,8.17E-06,4873,-0.2091,0.005,0.656,0,6,15
SN:,1265623,1265623,10,0,C1,3,0,0.71045,0.001,0.70978,0.001,0.70978,0.00198,0,300,0,0,7.88E-03,1,2,954,-9,-9,0.7104,1.00E-03,53.103416,-27.02441,1.903,2.416,-1.21E+00,10.771,0.115,-3.61E+00,6.392,-1.45E+01,6.39899,1.503,-999,25.57,22.21,0.29,7.47,27.5,25.3167,56660.0898,10.36537,6.48839,4.70887,19.01186,riz,56665.5625,1.1741,-1.68E+00,1.03108,-5.28E-02,9.76E-02,23.8751,8.66E-02,5.06E-06,4.03E-07,2.68E-02,-2.70E-07,-6.95E-09,25,22.64553,0.59825,0.587465,0.9959,0.9563,0.9975,0.9969,0.998,0,43.40826,43.16197,0.19721,0.2022,0.3394,0.0039,0.2284,1.158,0.0179,0.0134,1.89,2.80E-04,4501,-0.3069,0.006,0.334,0,6,16
SN:,1259246,1259246,10,0,C2,3,0,0.2233,0.001,0.22284,0.001,0.22284,0.00158,0,300,0,0,8.43E-03,1,1,-1223,-9,-9,0.2233,1.00E-03,53.373383,-29.133615,3.285,1.48,-9,10.973,2.90E-02,1.023,0.679,-9.96E+00,0.68987,1.289,-999,20.44,18.76,13.94,66.21,24.63934,22.94769,56615.043,75.27308,42.39484,38.67029,137.2292,griz,56619.4453,0.2092,-1.14E+00,0.21761,0.11606,2.86E-02,21.2073,3.92E-02,5.90E-05,2.13E-06,1.47E-03,-1.47E-07,-3.82E-08,35,33.54151,0.53853,0.541475,0.9938,0.9052,0.9999,0.9998,1,0,40.09276,40.21758,0.17915,0.1782,0.0777,0.0107,-0.11,-0.614,-0.0148,0.0196,0.73,0.00E+00,5464,-0.0983,0.007,1,0.0247,6,7
SN:,1257335,1257335,10,0,C1,3,0,0.48464,0.001,0.4841,0.001,0.4841,0.00179,0,300,0,0,1.18E-02,1,1,75,-9,-9,0.4846,1.00E-03,54.795918,-27.395206,0.923,1.066,-9,10.064,1.70E-02,1.378,3.50E-02,-8.67E+00,4.48E-02,0.425,-999,22.58,21.24,18.13,67.21,24.35401,22.93142,56614.0742,13.63009,9.71655,6.89549,32.90424,riz,56613.9648,0.5497,-3.57E-01,0.69096,3.47E-02,6.59E-02,22.98527,8.02E-02,1.15E-05,8.47E-07,2.07E-02,-4.34E-07,-4.50E-08,36,24.16727,0.93377,0.16593,0.9996,0.8728,0.9991,0.9996,0.9998,0,42.31733,42.1653,0.17351,0.1739,0.1694,0.0054,0.1558,0.898,-0.0038,0.0132,1.1,2.13E-05,15542,-0.1577,0.004,0.915,0,6,13
SN:,1258591,1258591,10,0,X3,3,0,0.5988,0.001,0.5975,0.001,0.5975,0.00189,0,300,0,0,2.24E-02,1,1,-3386,-9,-9,0.5988,1.00E-03,35.551517,-4.722166,0.106,0.158,-9,9.827,0.101,0.144,3.60E-02,-9.81E+00,6.08E-02,0.624,-999,23.75,22.42,6.76,24.42,25.42513,24.03064,56627.0703,29.76941,25.52773,23.53925,62.03319,riz,56619.5469,0.4392,0.40542,0.40498,0.12399,4.03E-02,23.4738,4.49E-02,7.32E-06,3.03E-07,5.71E-03,-8.29E-08,-8.17E-09,29,38.97408,0.10216,0.434828,0.3253,0.986,0.9991,0.9919,0.4424,0,42.53003,42.71216,0.22141,0.2337,0.1194,0.0045,-0.1883,-0.851,0.0062,0.0107,1.83,5.53E-02,1684,-0.0672,0.012,1,0.0335,2,15
SN:,1256596,1256596,10,0,C3,3,0,0.68203,0.001,0.68138,0.001,0.68138,0.00196,0,300,0,0,7.12E-03,1,3,6057,-9,-9,0.682,1.00E-03,52.929001,-27.730846,0.208,0.233,-4.51E+00,10.278,1.70E-02,3.40E-02,0.196,-1.03E+01,0.22574,1.011,-999,24.8,22.81,2.66,17.19,26.4378,24.41181,56607.2148,23.35586,13.90672,13.78699,55.10454,riz,56607.1445,0.4914,0.37621,0.38285,-1.13E-02,3.27E-02,23.72328,3.19E-02,5.82E-06,1.71E-07,3.12E-03,-4.46E-08,-1.94E-09,42,33.85484,0.81047,0.130986,0.9974,1,0.9982,0.9587,1,0,43.19335,43.0548,0.15931,0.1633,0.12,0.004,0.1207,0.757,0.0179,0.0134,0.69,0.00E+00,10243,-0.0273,0.004,1,0.0097,3,16
SN:,1252237,1252237,10,0,C3,3,0,0.88655,0.001,0.8858,0.001,0.8858,0.00214,0,300,0,0,6.54E-03,2,2,6327,-9,-9,0.8866,1.00E-03,52.269238,-28.082966,0.533,0.638,-1.81E+00,10.934,4.90E-02,0.316,0.447,-1.07E+01,0.48531,1.358,-999,25.55,22.83,1.01,17.34,27.4892,24.40238,56559.1836,11.44629,8.26503,-99,29.12996,iz,56558.2031,0.9902,-2.17E+00,0.75293,-9.96E-02,0.13934,24.49757,6.48E-02,2.85E-06,1.70E-07,1.47E-02,-6.79E-08,-8.43E-09,33,19.07895,0.97466,0.795023,0.7095,0.9428,2.20E-03,0.8103,7.30E-03,0,43.80242,43.74557,0.24799,0.9842,0.433,0.0032,0.0698,0.281,-0.0129,0.0174,2.28,9.35E-01,1481,-0.0135,0.015,0.326,0,3,17
SN:,1259500,1259500,10,0,X3,3,0,0.56288,0.001,0.56161,0.001,0.56161,0.00186,0,300,0,0,2.20E-02,1,1,17984,-9,-9,0.5629,1.00E-03,35.729595,-4.971329,0.777,0.686,-9,10.239,8.60E-02,0.607,0.153,-9.68E+00,0.1616,0.643,-999,23.7,22.14,7.13,33.14,25.36728,23.69912,56616.0859,58.93046,44.06301,36.8719,107.46597,riz,56628.1367,0.4175,0.66349,0.29905,1.98E-02,2.70E-02,22.94292,2.70E-02,1.19E-05,2.97E-07,1.16E-03,-3.84E-08,-5.95E-09,27,31.81068,0.23917,0.230757,0.9992,1,0.9991,0.9994,0.9987,0,42.38353,42.55085,0.13834,0.14,0.0894,0.0047,-0.161,-1.163,-0.0064,0.011,1.19,5.53E-05,7116,-0.0472,0.005,1,0.0099,2,14
SN:,1255139,1255139,10,0,C3,3,0,0.65054,0.001,0.64989,0.001,0.64989,0.00193,0,300,0,0,6.95E-03,1,2,-4221,-9,-9,0.6505,1.00E-03,52.319019,-29.002293,0.585,0.66,-2.90E+00,9.246,2.10E-02,-1.50E-02,3.00E-02,-9.27E+00,9.87E-02,0.218,-999,24.91,23.63,2.98,8.93,26.31446,25.12287,56602.2734,25.20762,23.87762,-99,63.92317,iz,56597.7891,0.4569,0.7234,0.39677,-1.52E-01,6.45E-02,23.17872,5.81E-02,9.61E-06,5.14E-07,7.25E-03,-1.07E-07,-2.92E-08,27,13.93145,0.98191,0.560098,0.1821,0.7445,0.9947,0.9981,0.9999,0,42.96679,42.93085,0.19804,0.2032,0.1611,0.0042,0.0297,0.15,0.0062,0.0107,0.58,4.59E-06,948,0.1213,0.01,1,0.012,3,15
SN:,1250823,1250823,10,0,C3,3,0,0.66553,0.001,0.66487,0.001,0.66487,0.00194,0,300,0,0,8.20E-03,1,2,4539,-9,-9,0.6655,1.00E-03,52.689095,-27.561094,0.246,0.342,-4.73E+00,10.199,1.10E-02,0.604,0.282,-9.60E+00,0.29008,1.013,-999,24.48,22.65,3.66,19.62,26.0913,24.26825,56567.3008,13.54554,13.40532,9.65865,43.07016,riz,56557.5312,0.6071,0.15764,0.58255,0.27596,5.38E-02,24.3455,5.36E-02,3.28E-06,1.62E-07,1.72E-02,-7.25E-08,-6.94E-09,43,46.89241,0.31592,0.921356,0.2324,0.5324,0.9985,0.9981,0.5578,0,43.14936,42.99053,0.20323,0.2147,0.1336,0.0041,0.1526,0.751,0.0062,0.0107,1.35,5.68E-02,974,-0.3012,0.016,1,0.0222,3,15
SN:,1263785,1263785,10,0,C2+C3,3,0,1.06498,0.001,1.0642,0.001,1.0642,0.00229,0,300,0,0,6.68E-03,1,1,5517,-9,-9,1.065,1.00E-03,53.367622,-28.693291,7.30E-02,9.60E-02,-9,11.277,8.70E-02,0.66,0.516,-1.07E+01,0.69864,1.309,-999,24.97,22.67,2.19,20.58,26.64889,24.21639,56667.1523,14.12886,10.22666,-99,27.90336,iz,56669.4102,0.9572,0.65676,0.93726,-2.44E-01,0.10749,24.55584,7.36E-02,2.70E-06,1.83E-07,4.57E-02,-1.02E-07,3.92E-09,30,19.49002,0.92915,0.843794,0.6117,0.5537,0.9935,0.9788,0.9709,0,44.23028,44.23055,0.14389,0.1451,0.3512,0.0028,0.0518,0.36,-0.0521,0.0451,0.05,2.35E-03,815,0.5486,0.019,0.166,0,3,19
SN:,1266808,1266808,10,0,X1,3,0,0.3304,0.001,0.3293,0.001,0.3293,0.00166,0,300,0,0,1.89E-02,1,1,14762,-9,-9,0.3304,1.00E-03,34.983429,-4.672231,0.904,0.78,-9,10.698,1.20E-02,1.151,0.255,-9.54E+00,0.25676,0.855,-999,21.35,19.84,47.79,174.81,23.30166,21.89359,56676.0469,12.57775,11.96661,10.03318,30.25745,griz,56679.207,0.8572,-1.19E+00,0.92464,-1.46E-01,5.77E-02,22.65857,6.47E-02,1.55E-05,9.24E-07,2.75E-02,-5.48E-07,-2.72E-08,20,28.10254,0.10699,0.628274,5.00E-04,7.82E-02,9.00E-04,2.20E-03,1.00E-04,0,42.20032,41.18523,0.20164,200.9551,0.1834,0.0075,1.0126,5.022,0.0025,0.0125,3.46,1.00E+00,3358,0.0603,0.006,1,0.0057,4,10
SN:,1252810,1252810,10,0,S2,3,0,0.5814,0.001,0.58026,0.001,0.58026,0.00187,0,300,0,0,3.70E-02,1,1,13289,-9,-9,0.5814,1.00E-03,41.87859,-1.60141,1.351,1.009,-9,10.917,4.40E-02,0.597,0.328,-1.03E+01,0.33539,1.086,-999,23.45,21.19,9.61,62.54,25.04319,23.00961,56567.1797,12.18267,11.11803,7.16236,31.18696,riz,56558.3008,0.77,1.22301,0.85834,7.25E-02,6.51E-02,23.17134,7.40E-02,9.67E-06,6.59E-07,1.99E-02,-3.98E-07,-2.63E-08,41,30.91456,0.87402,0.4739,0.9121,0.8905,0.999,0.9993,0.9993,0,42.6384,42.63566,0.14412,0.1458,0.2114,0.0046,0.0091,0.063,-0.0064,0.011,-0.08,4.76E-05,1388,-0.145,0.01,0.452,0,5,14
SN:,1255008,1255008,10,0,E1,3,0,0.44489,0.001,0.4438,0.001,0.4438,0.00176,0,300,0,0,5.93E-03,2,3,6769,-9,-9,0.4449,1.00E-03,7.374083,-42.466537,0.47,0.476,-3.24E+00,10.884,0.112,-2.92E+00,5.661,-1.38E+01,5.66111,1.483,-999,22.76,20.19,17.56,177.45,24.38869,21.87731,56590.0273,18.70198,14.61441,9.11596,40.1842,riz,56589.8047,0.5725,-9.94E-01,0.63783,-8.80E-03,6.10E-02,22.48569,7.19E-02,1.82E-05,1.20E-06,1.43E-02,-5.21E-07,-5.58E-08,28,17.22097,0.9441,0.332593,0.9998,0.94,0.9999,0.9998,1,0,41.80379,41.94263,0.17842,0.1777,0.1689,0.0058,-0.1424,-0.798,0.0036,0.013,0.98,0.00E+00,16113,-0.1144,0.004,1,0.002,6,12
SN:,1248677,1248677,10,1,C3,3,0,0.35067,0.001,0.35016,0.001,0.35016,0.00168,0,300,0,0,7.31E-03,1,1,3732,-9,-9,0.3507,1.00E-03,53.646282,-28.126492,1.848,1.746,-9,9.564,1.60E-02,1.198,0.348,-8.35E+00,0.3509,0.36,-999,23.09,21.95,5.25,11.93,25.6996,24.8084,56558.2461,121.34753,95.64679,93.44245,368.87476,griz,56554.2383,0.1845,1.20067,0.16798,-9.08E-02,1.22E-02,21.53297,1.63E-02,4.37E-05,6.58E-07,8.83E-04,-7.40E-08,-4.91E-09,48,18.57148,0.99996,0.501774,0.9637,1,1,0.9994,1,0,41.3179,41.33888,0.10791,0.1075,0.0426,0.0071,-0.0235,-0.218,0.0025,0.0125,-0.61,0.00E+00,442,0.0135,0.007,1,0.0085,3,10
SN:,1246529,1246529,10,0,X3,3,0,0.49797,0.001,0.49677,0.001,0.49677,0.0018,0,300,0,0,2.52E-02,2,3,18370,-9,-9,0.498,1.00E-03,36.114048,-4.943895,0.777,0.341,-2.03E+00,10.561,1.50E-02,0.61,0.316,-9.94E+00,0.32041,1.04,-999,24.55,22,3.94,40.35,26.01126,23.48539,56537.3789,37.64965,32.12755,23.28996,89.82964,riz,56535.582,1.2449,0.77739,0.41678,2.50E-02,3.16E-02,22.70038,4.51E-02,1.49E-05,6.19E-07,2.34E-03,-6.51E-08,-1.13E-08,25,10.47283,0.99517,0.272246,0.9542,0.9805,0.9997,0.9994,1,0,42.14001,42.23292,0.15534,0.1557,0.1073,0.0052,-0.0891,-0.574,-0.0038,0.0132,0.4,0.00E+00,2444,-0.0436,0.007,1,0.0113,2,13
SN:,1470063,1470063,10,0,C1,3,0,0.53605,0.001,0.53547,0.001,0.53547,0.00183,0,300,0,0,1.00E-02,2,3,-23872,-9,-9,0.5361,1.00E-03,54.089054,-26.589748,0.158,0.187,-4.28E+00,10.43,4.70E-02,0.179,5.66,-1.02E+01,5.66035,1.27,-999,23.85,21.47,5.75,60.83,25.60083,23.03971,57667.168,14.44718,6.97462,-99,27.92613,ri,57676.0156,0.6843,0.34473,0.83772,-1.36E-01,0.10113,23.05409,7.32E-02,1.08E-05,7.27E-07,3.97E-03,-4.78E-07,-1.88E-08,31,34.25634,0.3142,0.469192,1,0.5657,1,0.8517,1,0,42.71709,42.42614,0.28828,0.2917,0.3569,0.0049,0.2973,1.031,-0.0064,0.011,2.37,0.00E+00,6473,0.1679,0.005,0.646,0,6,14
