CID_1,Euclid_ID_x,IDSURVEY_1,zHD_1,zHDERR_1,HOST_LOGMASS_1,HOST_LOGMASS_ERR_1,HOST_LOGSFR_1,HOST_LOGSFR_ERR_1,HOST_LOGsSFR_1,HOST_LOGsSFR_ERR_1,HOST_COLOR_1,HOST_COLOR_ERR_1,logmass,logmass_err,MATCH,disk_sersic_sersic_index,disk_sersic_sersic_index_err,phz_pp_median_sfhage,phz_pp_mode_sfhage,phz_pp_68_sfhage,phz_pp_median_sfhtimescale,phz_pp_mode_sfhtimescale,phz_pp_68_sfhtimescale,phz_pp_median_sfr,phz_pp_mode_sfr,phz_pp_68_sfr,phz_pp_median_stellarmass,phz_pp_mode_stellarmass,phz_pp_68_stellarmass,phz_pp_median_stellarmetallicity,phz_pp_mode_stellarmetallicity,phz_pp_68_stellarmetallicity,galaxyclass,sfhtype,imf,CID string,VARNAMES:,CID_2,CIDint,IDSURVEY_2,TYPE,FIELD,CUTFLAG_SNANA,ERRFLAG_FIT,zHEL,zHELERR,zCMB,zCMBERR,zHD_2,zHDERR_2,VPEC,VPECERR,LENSDMU,LENSDMUERR,MWEBV,HOST_NMATCH,HOST_NMATCH2,HOST_OBJID,HOST_ZPHOT,HOST_ZPHOTERR,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_CONFUSION,HOST_LOGMASS_2,HOST_LOGMASS_ERR_2,HOST_LOGSFR_2,HOST_LOGSFR_ERR_2,HOST_LOGsSFR_2,HOST_LOGsSFR_ERR_2,HOST_COLOR_2,HOST_COLOR_ERR_2,HOST_MAG_g,HOST_MAG_i,HOST_SBFLUXCAL_g,HOST_SBFLUXCAL_i,HOST_SBMAG_g,HOST_SBMAG_i,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,SNRSUM,BANDLIST,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,RADIUS_POP,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,CUTMASK,MU,MUMODEL,MUERR,MUERR_RENORM,MUERR_RAW,MUERR_VPEC,MURES,MUPULL,M0DIF,M0DIFERR,CHI2_BEAMS,PROBCC_BEAMS,biasCor_nevt,biasCor_mu,biasCorErr_mu,biasCor_muCOVSCALE,biasCor_muCOVADD,IDSAMPLE,IZBIN
1263785,-5.34E17,10,1.0642,0.00229,11.277,0.087,0.66,0.516,-10.656,0.69864,1.309,-999,11.277,0.087,false,,,2.540728569,2.126159191,"[1.9405395984649658,3.88130784034729]",0.935875714,0.679487944,"[0.448678582906723,9.146944046020508]",1.799118996,1.799118996,"[0.7141498327255249,2.1808838844299316]",11.15081406,11.16333961,"[11.110125541687012,11.170171737670898]",0.654937446,1.575100541,"[0.4264371991157532,1.5751005411148071]",-99,-99,-99,1263785,SN:,1263785,1263785,10,0,C2+C3,3,0,1.06498,0.001,1.0642,0.001,1.0642,0.00229,0.0,300,0,0,0.00668,1,1,5517,-9,-9,1.065,0.001,53.367622,-28.693291,0.073,0.096,-9.0,11.277,0.087,0.66,0.516,-10.7,0.69864,1.309,-999,24.97,22.67,2.19,20.58,26.64889,24.21639,56667.1523,14.12886,10.22666,-99.0,27.90336,iz,56669.4102,0.9572,0.65676,0.93726,-0.244,0.10749,24.55584,0.0736,2.7E-6,1.83E-7,0.0457,-1.02E-7,3.92E-9,30,19.49002,0.92915,0.843794,0.6117,0.5537,0.9935,0.9788,0.9709,0,44.23028,44.23055,0.14389,0.1451,0.3512,0.0028,0.0518,0.36,-0.0521,0.0451,0.05,0.00235,815,0.5486,0.019,0.166,0.0,3,19
1259246,-5.34E17,10,0.22284,0.00158,10.973,0.029,1.023,0.679,-9.96,0.68987,1.289,-999,10.973,0.029,false,,,2.275449514,2.405038118,"[0.9035580158233643,4.4842071533203125]",2.187984943,1.074468017,"[0.7091327905654907,9.83877182006836]",2.584506512,2.383654118,"[2.347719669342041,2.849233388900757]",11.61331367,11.62098408,"[11.478296279907227,11.668581008911133]",1.36369133,1.464594841,"[0.8419902920722961,1.6273128986358643]",-99,-99,-99,1259246,SN:,1259246,1259246,10,0,C2,3,0,0.2233,0.001,0.22284,0.001,0.22284,0.00158,0.0,300,0,0,0.00843,1,1,-1223,-9,-9,0.2233,0.001,53.373383,-29.133615,3.285,1.48,-9.0,10.973,0.029,1.023,0.679,-9.96,0.68987,1.289,-999,20.44,18.76,13.94,66.21,24.63934,22.94769,56615.043,75.27308,42.39484,38.67029,137.2292,griz,56619.4453,0.2092,-1.14,0.21761,0.11606,0.0286,21.2073,0.0392,5.9E-5,2.13E-6,0.00147,-1.47E-7,-3.82E-8,35,33.54151,0.53853,0.541475,0.9938,0.9052,0.9999,0.9998,1.0,0,40.09276,40.21758,0.17915,0.1782,0.0777,0.0107,-0.11,-0.614,-0.0148,0.0196,0.73,0.0,5464,-0.0983,0.007,1.0,0.0247,6,7
1411114,-5.34E17,10,0.83706,0.00209,10.066,0.04,1.154,0.141,-8.894,0.14437,0.353,-999,10.066,0.04,false,,,2.094559908,2.094559908,"[1.118381381034851,3.88995623588562]",1.735240102,2.576844931,"[0.464787095785141,5.218928813934326]",1.146778941,1.194350243,"[0.8148409128189087,1.3077597618103027]",10.1875248,10.13361645,"[10.102259635925293,10.258650779724121]",0.68056941,0.221091032,"[0.22109103202819824,1.5806725025177002]",-99,-99,-99,1411114,SN:,1411114,1411114,10,0,C3,3,0,0.83777,0.001,0.83706,0.001,0.83706,0.00209,0.0,300,0,0,0.00598,2,2,51004,-9,-9,0.8378,0.001,53.374218,-27.686781,0.538,0.647,-2.33,10.066,0.04,1.154,0.141,-8.89,0.14437,0.353,-999,24.08,22.56,4.52,18.87,25.86215,24.31057,57666.3438,18.82852,11.06923,10.06526,38.99119,riz,57661.7695,0.729,-0.0465,0.53667,0.00299,0.0437,24.25629,0.0388,3.56E-6,1.27E-7,0.00346,-3.88E-8,4.53E-10,45,40.91925,0.64542,0.018436,0.9865,0.97,0.9999,0.9996,0.9997,0,43.66835,43.59617,0.13965,0.1415,0.1787,0.0034,0.0851,0.609,-0.0129,0.0174,0.23,2.08E-5,10256,-0.0856,0.006,0.588,0.0,3,17
1370441,-5.34E17,10,0.93733,0.00218,10.644,0.077,0.72,0.381,-9.983,0.53529,0.933,-999,10.644,0.077,false,,,3.467612982,3.70741415,"[2.1201024055480957,4.909313678741455]",1.946380615,5.165597439,"[0.5248847603797913,8.040254592895508]",1.206366897,1.442231655,"[0.8461904525756836,1.4711523056030273]",10.58534241,10.58534241,"[10.54733657836914,10.657488822937012]",0.321276724,0.180091143,"[0.18009114265441895,0.954618513584137]",-99,-99,-99,1370441,SN:,1370441,1370441,10,0,C3,3,0,0.93806,0.001,0.93733,0.001,0.93733,0.00218,0.0,300,0,0,0.00723,1,1,47653,-9,-9,0.9381,0.001,53.389378,-28.383228,1.526,2.165,-9.0,10.644,0.077,0.72,0.381,-9.98,0.53529,0.933,-999,24.6,22.7,1.08,5.07,27.41644,25.73748,57638.332,14.80076,11.54075,-99.0,38.28774,iz,57642.293,0.822,1.42032,0.77519,0.00886,0.0927,24.31843,0.0582,3.36E-6,1.8E-7,0.00289,-1.13E-7,-8.67E-10,33,40.58537,0.17076,0.474362,0.7796,0.9663,0.9997,0.9984,0.9804,0,43.89162,43.8949,0.15881,0.1592,0.3398,0.0031,-0.0116,-0.073,0.0083,0.0289,0.12,0.00159,755,-0.0179,0.017,0.216,0.0,3,18
1901899,-5.34E17,10,0.98846,0.00223,11.204,0.109,0.808,0.467,-10.411,0.55291,1.365,-999,11.204,0.109,false,,,1.587337852,1.035514593,"[1.0355145931243896,3.039167881011963]",0.18050313,0.384927154,"[0.04235218092799187,0.7781901955604553]",-2.126412392,1.957522869,"[-24.09455108642578,2.0184624195098877]",10.93222904,10.93222904,"[10.852583885192871,10.996207237243652]",0.71436584,0.71436584,"[0.18070483207702637,1.2521981000900269]",-99,-99,-99,1901899,SN:,1901899,1901899,10,0,C3,3,0,0.98922,0.001,0.98846,0.001,0.98846,0.00223,0.0,300,0,0,0.00758,2,2,137026,-9,-9,0.9892,0.001,53.397652,-28.121222,1.054,1.195,-1.83,11.204,0.109,0.808,0.467,-10.4,0.55291,1.365,-999,25.41,22.42,1.15,22.31,27.34826,24.12875,58092.1602,10.05736,7.76027,-99.0,27.48551,iz,58084.6094,0.9857,0.71845,0.81801,0.049,0.11403,24.61667,0.0711,2.55E-6,1.67E-7,0.0155,-1.02E-7,2.58E-9,23,37.16185,0.0313,0.289963,0.6916,0.9773,0.9997,0.9903,0.6693,0,44.16508,44.03531,0.16462,0.1691,0.4008,0.0029,0.1214,0.738,0.0083,0.0289,0.82,0.0485,2099,-0.2378,0.012,0.167,0.0,3,18
1588019,-5.34E17,10,0.68766,0.00196,10.849,0.018,0.361,0.0,-10.477,0.026,1.061,-999,10.849,0.018,false,,,1.493892193,1.493892193,"[1.3632457256317139,1.9483778476715088]",0.103453189,0.103453189,"[0.04774383828043938,0.14772970974445343]",-2.0699687,-2.0699687,"[-9.13755989074707,-1.573298692703247]",10.61137676,10.61137676,"[10.549399375915527,10.625980377197266]",1.530988693,1.530988693,"[1.2622201442718506,1.797579288482666]",-99,-99,-99,1588019,SN:,1588019,1588019,10,0,C1+C3,3,0,0.68831,0.001,0.68766,0.001,0.68766,0.00196,0.0,300,0,0,0.00612,1,1,108043,-9,-9,0.6883,0.001,53.406071,-27.749104,0.43,0.521,-9.0,10.849,0.018,0.361,0.0,-10.5,0.026,1.061,-999,24.08,21.64,4.91,56.11,25.7723,23.1274,57739.2227,22.48113,19.71325,14.66185,68.05495,riz,57730.9062,0.3226,-0.511,0.35141,-0.0242,0.0327,23.55853,0.0331,6.77E-6,2.06E-7,0.0041,-5.64E-8,-2.48E-9,52,67.30701,0.0751,0.188519,0.9874,1.0,0.9972,0.9805,0.9137,0,42.94386,43.07886,0.15219,0.1563,0.1133,0.004,-0.1529,-1.004,0.0179,0.0134,1.07,0.0036,14370,-0.0516,0.004,1.0,0.0091,3,16
1673068,-5.34E17,10,0.52779,0.00183,10.788,0.04,-0.207,5.41,-10.983,5.41045,1.175,-999,10.788,0.04,true,,,1.42464292,1.42464292,"[1.4246429204940796,1.4246429204940796]",0.015380816,0.015380816,"[0.015380815602838993,0.015380815602838993]",-32.55835342,-32.55835342,"[-32.558353424072266,-32.558353424072266]",10.67593861,10.67593861,"[10.675938606262207,10.675938606262207]",1.926832438,1.926832438,"[1.9268324375152588,1.9268324375152588]",-99,-99,-99,1673068,SN:,1673068,1673068,10,0,C1+C3,3,0,0.52838,0.001,0.52779,0.001,0.52779,0.00183,0.0,300,0,0,0.00757,1,1,-24908,-9,-9,0.5284,0.001,53.431835,-27.463543,0.453,0.496,-9.0,10.788,0.04,-0.207,5.41,-11.0,5.41045,1.175,-999,22.94,20.55,15.47,134.83,24.52627,22.17553,57770.1445,48.43056,20.40306,16.68695,80.12413,riz,57767.7461,0.3673,-1.21,0.36001,-0.125,0.0376,22.92849,0.0345,1.21E-5,3.84E-7,0.00282,-6.21E-8,-8.05E-9,48,59.42133,0.12484,0.579691,0.9997,0.99,1.0,0.9995,1.0,0,42.40203,42.38871,0.14279,0.1445,0.1185,0.005,0.0197,0.138,-0.0064,0.011,-0.08,0.0,2470,0.0597,0.007,1.0,0.0051,3,14
1254108,-5.34E17,10,0.96689,0.00221,10.901,0.053,1.302,0.456,-9.631,0.46932,0.898,-999,10.901,0.053,false,,,1.306626678,1.306626678,"[1.3066266775131226,1.3066266775131226]",0.13555415,0.13555415,"[0.13555414974689484,0.13555414974689484]",-0.128020406,-0.128020406,"[-0.12802040576934814,0.6991093754768372]",10.83234119,10.83234119,"[10.832341194152832,10.837672233581543]",0.943784356,0.943784356,"[0.9437843561172485,0.9437843561172485]",-99,-99,-99,1254108,SN:,1254108,1254108,10,0,C3,3,0,0.96764,0.001,0.96689,0.001,0.96689,0.00221,0.0,300,0,0,0.00556,1,1,5478,-9,-9,0.9676,0.001,53.434677,-27.813511,1.834,1.903,-9.0,10.901,0.053,1.302,0.456,-9.63,0.46932,0.898,-999,24.38,21.94,2.25,25.33,26.61954,23.99091,56579.2148,14.30089,10.25258,-99.0,30.43385,iz,56580.9297,1.0098,-0.479,0.76804,-0.145,0.11293,24.60639,0.0598,2.58E-6,1.42E-7,9.27E-4,-6.65E-8,5.14E-9,36,22.5229,0.96115,0.508551,0.9904,0.9419,0.9998,0.9993,0.9999,0,44.14888,43.97698,0.18805,0.1884,0.4139,0.003,0.1636,0.87,0.0083,0.0289,1.21,1.26E-5,2449,0.1757,0.01,0.205,0.0,3,18
1880686,-5.34E17,10,0.31406,0.00165,10.565,0.061,0.61,0.949,-9.945,0.95384,1.381,-999,10.565,0.061,true,,,0.950309515,0.950309515,"[0.9503095149993896,0.9503095149993896]",0.1237249,0.1237249,"[0.12372490018606186,0.12372490018606186]",0.30807358,0.30807358,"[0.30807358026504517,0.30807358026504517]",10.48230171,10.48230171,"[10.482301712036133,10.482301712036133]",1.34267354,1.34267354,"[1.3426735401153564,1.3426735401153564]",-99,-99,-99,1880686,SN:,1880686,1880686,10,0,C1,3,0,0.31457,0.001,0.31406,0.001,0.31406,0.00165,0.0,300,0,0,0.00837,1,1,-28070,-9,-9,0.3146,0.001,53.438457,-26.467484,0.812,0.685,-9.0,10.565,0.061,0.61,0.949,-9.95,0.95384,1.381,-999,22.37,20.38,24.24,135.55,24.03867,22.16975,58053.1211,59.50095,51.32305,36.63538,146.27029,griz,58053.1641,0.1657,0.00639,0.18461,-0.0803,0.0126,21.41897,0.0154,4.86E-5,6.88E-7,8.58E-4,-7.68E-8,-4.16E-9,44,64.5078,0.0236,0.267628,0.9985,1.0,1.0,1.0,1.0,0,41.01342,41.06547,0.10705,0.1067,0.0464,0.0079,-0.0546,-0.51,0.0025,0.0125,-0.41,0.0,9770,0.0027,0.002,1.0,0.008,6,10
1299775,-5.34E17,10,0.16008,0.00153,10.697,0.012,0.446,0.201,-10.252,0.22023,1.553,-999,10.697,0.012,false,,,0.224867448,0.224867448,"[0.22486744821071625,0.22486744821071625]",0.031708181,0.031708181,"[0.03170818090438843,0.03170818090438843]",1.96405375,1.96405375,"[1.964053750038147,1.964053750038147]",10.85476685,10.85476685,"[10.854766845703125,10.854766845703125]",0.199902251,0.199902251,"[0.1999022513628006,0.1999022513628006]",-99,-99,-99,1299775,SN:,1299775,1299775,10,1,C2,3,0,0.16051,0.001,0.16008,0.001,0.16008,0.00153,0.0,300,0,0,0.0093,1,1,23912,-9,-9,0.1605,0.001,53.438869,-29.6768,0.212,0.106,-9.0,10.697,0.012,0.446,0.201,-10.3,0.22023,1.553,-999,20.98,19.11,99.92,514.13,22.50087,20.72232,56943.1797,105.4454,102.50314,52.20125,224.92064,griz,56938.5898,0.4866,-0.0205,0.17873,0.19545,0.0178,20.28406,0.0303,1.38E-4,3.85E-6,7.06E-4,-1.34E-7,-4.41E-8,28,34.56153,0.18299,0.651529,0.8142,0.5703,1.0,0.9996,1.0,0,39.12071,39.42027,0.18647,0.1843,0.0496,0.0146,-0.2981,-1.599,-0.0015,0.0368,2.99,0.0,2090,-0.1109,0.008,1.0,0.0309,6,5
1263930,-5.34E17,10,0.43578,0.00175,10.102,0.015,2.008,0.026,-8.079,0.0468722,0.169,-999,10.102,0.015,true,,,4.100711823,4.100711823,"[0.3433215022087097,6.354214191436768]",1.10152483,1.10152483,"[0.15136483311653137,4.337706089019775]",0.481368721,0.481368721,"[0.4813687205314636,1.5755398273468018]",10.24062157,10.24062157,"[9.982778549194336,10.26597785949707]",0.746654093,0.751920879,"[0.1643359214067459,0.7519208788871765]",-99,-99,-99,1263930,SN:,1263930,1263930,10,0,C2,3,0,0.43631,0.001,0.43578,0.001,0.43578,0.00175,0.0,300,0,0,0.0096,2,2,2124,-9,-9,0.4363,0.001,53.447895,-29.441017,1.583,0.379,-3.28,10.102,0.015,2.008,0.026,-8.08,0.0469,0.169,-999,22.26,20.78,8.8,30.92,25.13879,23.7744,56675.0898,14.55291,9.90285,5.95254,29.35667,riz,56672.7305,0.8313,-1.66,0.94256,-0.111,0.095,22.66047,0.0918,1.55E-5,1.31E-6,0.038,-7.36E-7,-1.0E-7,12,3.29133,0.99311,0.667258,0.9997,0.4447,0.9997,0.9995,0.9961,0,42.07077,41.89505,0.24192,0.241,0.2374,0.0059,0.1721,0.712,0.0036,0.013,1.46,5.03E-4,7807,0.0025,0.005,0.92,0.0,6,12
1323777,-5.35E17,10,0.5329,0.00183,10.853,0.02,0.667,0.198,-10.195,0.21667,0.994,-999,10.853,0.02,true,,,0.056438841,0.056438841,"[0.034061454236507416,0.07829876989126205]",2.960704565,2.960704565,"[0.12717369198799133,2.9607045650482178]",3.625108719,3.625108719,"[3.525545120239258,3.7164738178253174]",11.55372238,11.55372238,"[11.472196578979492,11.632160186767578]",1.375490189,1.375490189,"[1.0325502157211304,1.6510065793991089]",-99,-99,-99,1323777,SN:,1323777,1323777,10,0,C3,3,0,0.53348,0.001,0.5329,0.001,0.5329,0.00183,0.0,300,0,0,0.00825,1,1,27291,-9,-9,0.5335,0.001,53.454697,-28.234455,2.16,1.147,-9.0,10.853,0.02,0.667,0.198,-10.2,0.21667,0.994,-999,23.63,21.41,6.72,35.3,25.43158,23.63056,57034.1602,21.66467,16.68651,2.23471,37.27721,riz,57040.6055,1.3617,-1.17,1.01611,0.0416,0.0589,23.7258,0.0572,5.8E-6,3.06E-7,0.0238,-9.74E-8,-9.62E-9,5,6.53442,0.25763,0.413866,3.0E-4,0.9457,0.0,6.0E-4,0.0,0,42.86814,42.41367,0.23098,233.7003,0.1933,0.0049,0.4608,1.995,-0.0064,0.011,2.77,1.0,7138,-0.1268,0.006,1.0,0.0147,3,14
1702096,-5.35E17,10,0.38809,0.00171,10.235,0.011,0.607,0.243,-9.624,0.24537,1.132,-999,10.235,0.011,false,,,0.076901041,0.076901041,"[0.03741972893476486,0.14685720205307007]",3.398428679,3.398428679,"[0.22694715857505798,24.973913192749023]",3.314875126,3.314875126,"[3.115683078765869,3.467172145843506]",11.23709583,11.23709583,"[11.057855606079102,11.412494659423828]",0.705315113,0.705315113,"[0.705315113067627,1.38986074924469]",-99,-99,-99,1702096,SN:,1702096,1702096,10,0,C2,3,0,0.3886,0.001,0.38809,0.001,0.38809,0.00171,0.0,300,0,0,0.00954,1,1,117203,-9,-9,0.3886,0.001,53.458267,-29.470592,1.048,1.073,-9.0,10.235,0.011,0.607,0.243,-9.62,0.24537,1.132,-999,23.41,21.52,7.94,48.53,25.25045,23.28498,57778.1289,10.78028,9.12199,6.98917,25.86181,riz,57774.4336,0.9308,-1.99,0.98307,0.22883,0.0948,23.26344,0.10502,8.88E-6,8.59E-7,0.0472,-4.64E-7,-7.38E-8,16,13.35582,0.64658,1.01105,0.9951,0.4052,0.9865,0.3789,0.8088,0,41.8912,41.5993,0.26363,0.2693,0.2004,0.0065,0.3223,1.222,-0.0304,0.0149,2.64,0.0365,1458,-0.3393,0.015,1.0,0.028,6,11
1319653,-5.35E17,10,0.59552,0.00188,10.596,0.035,-0.588,8.154,-11.157,8.15408,1.435,-999,10.596,0.035,false,,,3.237896204,3.237896204,"[2.9266247749328613,3.8365025520324707]",0.057420548,0.093146227,"[0.015804996713995934,0.09314622730016708]",-21.99479675,-10.4088335,"[-85.20137023925781,-10.408833503723145]",10.58646393,10.58646393,"[10.57946491241455,10.666427612304688]",1.219582915,1.219582915,"[0.9869871735572815,1.523050308227539]",-99,-99,-99,1319653,SN:,1319653,1319653,10,0,C1,3,0,0.59613,0.001,0.59552,0.001,0.59552,0.00188,0.0,300,0,0,0.00769,1,2,-11572,-9,-9,0.5961,0.001,53.468742,-27.335154,0.207,0.271,-4.61,10.596,0.035,-0.588,8.154,-11.2,8.15408,1.435,-999,24.23,21.45,4.54,62.46,25.85736,23.01099,57026.1758,11.96345,9.36099,7.13053,34.45572,riz,57023.3984,0.564,-0.09,0.6608,-0.0265,0.0589,23.14538,0.0612,9.9E-6,5.58E-7,0.0135,-2.83E-7,-1.65E-8,31,19.24866,0.95057,0.093238,0.9958,0.965,1.0,0.9994,1.0,0,42.64435,42.70257,0.14393,0.1477,0.1905,0.0045,-0.0644,-0.447,0.0062,0.0107,0.12,0.0,16398,-0.0872,0.003,0.551,0.0,6,15
1297070,-5.35E17,10,0.73069,0.002,11.113,0.058,1.07,0.699,-10.022,0.72678,1.326,-999,11.113,0.058,false,,,2.529095173,2.529095173,"[1.1127389669418335,2.52909517288208]",0.283337802,0.283337802,"[0.14513613283634186,0.28333780169487]",-0.090123415,-0.090123415,"[-0.0934830904006958,0.6946268081665039]",10.95893574,10.95893574,"[10.94015121459961,10.958935737609863]",1.383864641,1.383864641,"[0.21643726527690887,1.3838646411895752]",-99,-99,-99,1297070,SN:,1297070,1297070,10,0,C1+C3,3,0,0.73135,0.001,0.73069,0.001,0.73069,0.002,0.0,300,0,0,0.00764,1,1,-7541,-9,-9,0.7314,0.001,53.470135,-27.484709,0.375,0.37,-9.0,11.113,0.058,1.07,0.699,-10.0,0.72678,1.326,-999,24.77,21.81,2.94,44.9,26.32913,23.36938,56927.2383,24.74535,24.26502,13.42219,66.53503,riz,56928.4961,0.4402,-0.801,0.38488,-0.0394,0.0337,23.68354,0.0308,6.03E-6,1.71E-7,0.00247,-4.51E-8,-6.0E-10,86,71.57786,0.86787,0.297623,0.9733,0.98,1.0,0.9997,1.0,0,43.05247,43.23824,0.16389,0.168,0.1321,0.0038,-0.2036,-1.242,0.0179,0.0134,1.72,0.0,11595,-0.0364,0.004,1.0,0.0082,3,16
1291842,-5.35E17,10,0.55763,0.00185,9.807,0.025,0.298,0.019,-9.507,0.12446,0.398,-999,9.807,0.025,false,,,3.743765831,0.018371874,"[0.40159595012664795,7.241858005523682]",1.238764286,1.238764286,"[0.11892358958721161,7.55065393447876]",0.544713438,1.924978256,"[-18.601268768310547,0.9584205746650696]",9.602060318,9.88684845,"[8.596765518188477,9.828437805175781]",0.379849494,1.929201841,"[0.27184930443763733,0.89315265417099]",-99,-99,-99,1291842,SN:,1291842,1291842,10,0,C2,3,0,0.55821,0.001,0.55763,0.001,0.55763,0.00185,0.0,300,0,0,0.00988,1,2,24575,-9,-9,0.5582,0.001,53.471504,-29.37956,0.983,1.196,-2.05,9.807,0.025,0.298,0.019,-9.51,0.12446,0.398,-999,23.6,22.28,6.64,23.17,25.44458,24.08768,56904.2891,8.84538,8.47227,8.13482,29.04478,riz,56898.7305,1.4944,2.29087,1.0988,0.21522,0.0793,23.28754,0.0936,8.69E-6,7.49E-7,0.031,-5.14E-7,-4.24E-8,26,14.97177,0.95785,1.047741,0.8568,0.7579,0.9855,0.9952,0.9981,0,42.4109,42.53141,0.24385,0.2467,0.2482,0.0047,-0.1141,-0.468,-0.0064,0.011,1.19,2.15E-4,303,-0.1032,0.029,0.946,0.0,6,14
1289470,-5.35E17,10,0.61207,0.0019,10.763,0.013,0.985,0.015,-9.785,0.0522015,0.62,-999,10.763,0.013,true,,,3.758758307,3.758758307,"[3.758758306503296,3.758758306503296]",0.901916325,0.901916325,"[0.9019163250923157,0.9019163250923157]",1.100803256,1.100803256,"[1.100803256034851,1.100803256034851]",10.9298315,10.9298315,"[10.929831504821777,10.929831504821777]",1.976495266,1.976495266,"[1.9764952659606934,1.9764952659606934]",-99,-99,-99,1289470,SN:,1289470,1289470,10,0,C3,3,0,0.61268,0.001,0.61207,0.001,0.61207,0.0019,0.0,300,0,0,0.00593,1,1,-6382,-9,-9,0.6127,0.001,53.473835,-27.984358,1.443,1.174,-9.0,10.763,0.013,0.985,0.015,-9.79,0.0522,0.62,-999,22.87,21.16,13.61,54.54,24.66536,23.15821,57277.3203,22.18429,19.64835,16.91197,48.30154,riz,57271.1406,0.6108,-2.21,0.4626,0.038,0.0686,23.49889,0.0682,7.15E-6,4.49E-7,0.0141,-1.42E-7,-2.27E-8,41,24.78437,0.97864,0.746451,0.8141,0.9503,0.9995,0.9985,0.9999,0,42.51588,42.77408,0.21123,0.2167,0.1707,0.0044,-0.2644,-1.252,0.0062,0.0107,2.25,4.41E-6,1127,-0.165,0.014,1.0,0.0142,3,15
1367408,-5.35E17,10,0.54306,0.00184,10.798,0.012,0.544,0.336,-10.253,0.3461,1.132,-999,10.798,0.012,false,,,6.68405056,6.68405056,"[3.6756176948547363,6.684050559997559]",16.35716248,16.35716248,"[0.755607008934021,16.357162475585938]",1.372697115,1.372697115,"[0.3086414635181427,1.372697114944458]",10.69969273,10.69969273,"[10.303672790527344,10.699692726135254]",0.2923944,0.2923944,"[0.29239439964294434,0.6366394758224487]",-99,-99,-99,1367408,SN:,1367408,1367408,10,0,C1,3,0,0.54366,0.001,0.54306,0.001,0.54306,0.00184,0.0,300,0,0,0.00729,1,2,47456,-9,-9,0.5437,0.001,53.4855,-26.816904,0.192,0.2,-5.39,10.798,0.012,0.544,0.336,-10.3,0.3461,1.132,-999,23.24,21.1,11.99,85.74,24.80295,22.66704,57627.3828,15.50385,7.9803,7.68178,38.44497,riz,57633.8047,1.0242,1.17216,0.73305,-0.0557,0.0523,22.97325,0.0491,1.16E-5,5.25E-7,0.008,-1.93E-7,-1.54E-8,46,54.32785,0.18691,0.432561,0.9987,0.8259,0.9997,0.999,0.9999,0,42.5904,42.46268,0.15094,0.1527,0.1849,0.0049,0.1341,0.888,-0.0064,0.011,0.8,1.01E-5,8069,0.0993,0.005,0.642,0.0,6,14
1562077,-5.35E17,10,0.47842,0.00179,9.04,0.018,0.857,0.053,-8.139,0.0735527,0.193,-999,9.04,0.018,false,,,1.242157459,0.03810931,"[0.06698458641767502,3.9470090866088867]",6.468413353,0.043987967,"[0.04398796707391739,24.959903717041016]",0.531123102,2.051980019,"[0.21369168162345886,2.0519800186157227]",9.404233932,9.987863541,"[9.152596473693848,9.987863540649414]",1.63443923,1.232410073,"[1.1154975891113281,1.8614767789840698]",-99,-99,-99,1562077,SN:,1562077,1562077,10,0,C3,3,0,0.47898,0.001,0.47842,0.001,0.47842,0.00179,0.0,300,0,0,0.00791,1,1,106889,-9,-9,0.479,0.001,53.486023,-28.208179,0.276,0.415,-9.0,9.04,0.018,0.857,0.053,-8.14,0.0736,0.193,-999,23.92,22.74,5.95,18.25,25.56371,24.34684,57722.2852,71.93098,40.92187,34.79726,183.51822,riz,57726.2148,0.2682,1.24954,0.24953,-0.0436,0.0242,22.50054,0.0278,1.79E-5,4.6E-7,0.00187,-6.87E-8,-8.6E-9,37,23.19996,0.96267,0.441094,0.9984,1.0,1.0,0.9973,1.0,0,42.15208,42.13491,0.1251,0.1254,0.0718,0.0054,0.021,0.167,-0.0038,0.0132,-0.33,0.0,1383,0.0067,0.006,1.0,0.0092,3,13
